Word	EnglishTranslation	Pronoun (raw)	Pronoun
buryen	villain, bad person, bad guy	te	te
bus	bus	to	to
busardo	buzzard, _Buteo_	te	te
busdom	(bus) station	to	to
busula	compass	to	to
buter	butter; butter	to	to
buton	button; button		to
Buve	Bouvet (Island)	te	te
buzaku	saliva; salivate	to	to
buzakugi	cause (somebody) to salivate, make (somebody) salivate	to	to
bwaw	dog, _Canidae_	te	te
bwawdom	(dog) kennel, doghouse	to	to
bwawsa	bark	to	to
byen	edge		to
byuro	bureau, agency		
byuroyen	agent	te	te
cabuke	whip; whip	to	to
Cadi	Chad	to	to
Cadiyen	Chadian	te	te
cakal	jackal	te	te
cakare	vertigo, dizziness	to	to
cakix	hammer; hammer	to	to
cakmake	flint, flintstone	to	to
caku	chalk	to	to
cakutahta	chalkboard, blackboard	to	to
calun	wheel	to	to
caluneskeyti	roller skating; roller skate		to
calunkursi	wheel chair	to	to
calyo	vehicle		to
cambaycu	; become pale, got pale, become pallid, get pallid	to	to
cambaygi	; make pale, make pallid	to	to
cambayya	paleness	to	to
canal	channel, canal	to	to
candru	moon	to	to
cane	comb; comb	to	to
canfen	ingredient	to	to
canterel	chanterelle, girolle, _Cantharellus_	te	te
carecen	four hundred		
caregon	quadrilateral	to	to
carehedro	tetrahedron	to	to
carme	charm, enchantment; charm, enchant, feel charmed, feel enchanted		to
cati	chest (_anatomy_)	to	to
catimaso	breast (_meat_)	to	to
catioretul	stethoscope	to	to
cawdar	rye, _Secale_	to	to
cay	tea	to	to
cebula	onion	te, to	to, te
cecake	(small)pox, variola	to	to
ceke	(bank) check, cheque	to	to
cele	goal, target, purpose, end; aim (at), target		to
celeloka	destination		to
celesta	celeste	to	to
celidi	; access, reach (_arrive at_)		to
celul	cell (_biology_)		
celvoka	; invoke, call forth		to
cemento	cement	to	to
cengon	hectogon, hecatontagon, 100-gon	to	to
cengu	layer, floor, storey, level		to
cengubistar	bunk bed	to	to
cennyan	century	to	to
censora	censorship; censor		to
censorayen	censor	te	te
censucu	; (become) mature, rippen, become ripe	to	to
censugi	; (make) mature, rippen, make ripe	to	to
censuya	maturity; be mature	to	to
centimetro	centimeter, centimetre	to	to
centixey	cent	to	to
centro	center, centre; center, centre		to
Centroafrika	Central African Republic	to	to
centrolungoje	diameter, diametre	to	to
ceramika	ceramic (_material_)	to	to
ceramikaarte	ceramics	to	to
ceramikaxey	ceramic (_object_)	to	to
ceri	cherry, ball (_testicle_, _vulgar_)	te, to	to, te
Cernagora	Montenegro	to	to
Cernagorasa	Montenegrin (language)	to	to
Cernagorayen	Montenegrin (_person_)	te	te
ceryum	cerium, Ce	to	to
Cesar	Caesar	te	te
Ceski	Czech Republic, Czechia	to	to
Ceskisa	Czech (language)	to	to
Ceskiyen	Czech 	te	te
cesyum	cesium, caesium, Cs	to	to
Cewta ji Melila	Ceuta and Melilla		
ciberneti	cybernetics		to
cibo	fat		to
cidra	cider, apple wine	to	to
cidrasurka	apple cider vinegar	to	to
cihe	scream, yell, cry	to	to
Cile	Chile	to	to
Cileyen	Chilean	te	te
cilindro	cylinder	to	to
cimbalo	cymbal	to	to
cimpanze	chimpanzee, _Pan troglodytes_	te	te
cincila	chinchilla	te	te
cindan	diagnosis; diagnose	to	to
cine	chin	to	to
cinju	pearl	to	to
cinjuli gardanbendu	pearl necklace		to
cinon	intelligence; be intelligent, cause to be intelligent, make intelligent		to
cinonkalya	stupidity	to	to
cipen	deception, deceit; deceive, cheat (on somebody)		to
cipenkalya	honesty, sincerity	to	to
cipenpulya	dishonesty	to	to
cipresu	cypress, _Cupressaceae_	te	te
cipsu	chip(s), crisp(s)	to	to
Ciril	Cyril	te	te
cirkito	circuit		to
cirkus	circus	to	to
ciru	tear, rip, rend; tear, rip, rend		to
ciscu	; get on this side of, come to this side of	to	to
cisgi 	put on this side of, bring on this side of	to	to
cisya	this side; be on this side (of)	to	to
cita	cheetah, _Acinonyx_	te	te
civilyen	civilian	te	te
cocanga	sandpiper, woodcock, curlew, snipe, _Scolopacidae_	te	te
cokolate	chocolate	to	to
coloeskri	; scribble, scrawl		to
colosoti	noise		to
coloya	ugliness	to	to
comen	side, aspect		to
conce	beak	to	to
conlyoku	tension; tension, tense, stretch	to	to
cori	theft, larceny; steal		to
corifilyen	kleptomaniac	te	te
coriyen	thief	te	te
cosan	praise, compliment; praise, compliment		to
cosanyen	flatterer, admirer	te	te
cotebahari	low tide	to	to
cotecu	; shorten, become short, get short	to	to
coteya	shortness; be short	to	to
coteyen	short person	te	te
coxo	mockery, ridicule, derision; mock, ridicule, deride, scoff (at), sneer (at), make fun (of)		to
cucu	nipple	to	to
cudu	acquisition, gain, taking, grab; obtain, acquire, take, get, gain, grab		to
cuduyen	taker, acquirer	te	te
cufam	offense; offend		to
cugaku	antenna (_biology_), feeler	to	to
cuki	cycle; cycle		to
Cukotka	Chukchi		
cundotu	collision; collide, impact, crash		to
cungiya	loyalty, faithfulness, devotion	to	to
Cungwo	China	to	to
cungwodama	Chinese checkers	to	to
Cungwoyen	Chinese	te	te
curuko	bruise, contusion; bruise	to	to
cuyoanjilyen	archangel	te	te
cuyoato	star (_acting_), be starring		to
cuyoatoyen	star (_actor_), protagonist	te	te
cuyodolo	main street		to
cuyotyan	point (_main idea or part in a narrative_)	to	to
cuyoxaher	capital (_city_)		to
cuyoyam	main course, main dish		to
cuyoyawxe	master key		to
cwenton	tradition		to
cyanya	cyan color, color cyan	to	to
dabagu	tanning; tan (leather)		to
dabihu	sacrifice, offering; sacrifice		to
Dabihudin	Eid al-Adha, Feast of Sacrifice	to	to
dadal	achievement, accomplishment; reach, attain, achieve, accomplish		to
dadu	die, dice	to	to
daftari	notebook, register		to
dahabu	gold, Au	to	to
dahun	leaf, sheet	to	to
dahunkabiji	kale	to	to
dahunxirani	aphid, plant louse, _Aphidoidea_	te	te
daifucu	; weaken, become weak, get weak	to	to
daifugi	; weaken, make weak	to	to
daifuxey	(a) weakness	to	to
daifuya	weakness	to	to
dajuya	approximation, estimate; approximate, estimate	to	to
dakwa	lawsuit; sue, file a lawsuit, prosecute, indict		to
dakwayen	prosecutor	te	te
dalu	shield, screen, shade; shield, screen, shade	to	to
dama	checkers, draughts	to	to
dambi	sin; sin		to
dambiyen	sinner	te	te
dambocu	; become thin, get thin, become slim, get slim, become slender, get slender, become lean, get lean	to	to
dambogi	; make thin, make slim, make slender, make lean	to	to
damboya	thinness, slimness, slenderness, leanness	to	to
damboyen	thin person	te	te
damu	blood; bleed	to	to
damugi	(cause to) bleed	to	to
damuli burtyan	bloodstain		to
danglan	(praying) mantis, _Mantodea_	te	te
Dani	Denmark	to	to
Danisa	Danish (language)	to	to
Daniyen	Dane	te	te
danju	bile, gall	to	to
danjupangwan	gallbladder	to	to
danse	dance; dance		to
dansedom	dance studio, dance club	to	to
dansegi	cause (somebody) to dance, make (somebody) dance	to	to
dansegrafi	choreography	to	to
dansekamer	ballroom, dance room	to	to
danseyen	dancer	te	te
dantel	lace (fabric)	to	to
danyaku	ammunition, ammo	to	to
danyam	grain, cereal, corn	te, to	to, te
Danyel	Daniel	te	te
dao	path, way, route; travel 		to
daoismo	Taoism	to	to
daoista	Taoist	te	te
daoya	trip, journey	to	to
daoyen	traveler 	te	te
daraje	degree, grade, level, extent		to
daraki	crack, fissure, crevice, split, slit, rift, cleft; crack	to	to
darbe	strike, blow; hit, strike, beat		to
darcini	cinnamon	to	to
dardar	elm, _Ulmus_	te	te
dari	digit (_finger or toe_)	to	to
darmestatyum	darmstadtium, Ds	to	to
darsu	lesson, class		to
darsukamer	classroom	to	to
darsulari	course, class		to
Darwin	Darwin	te	te
data	datum, data		to
datakaxa	database	to	to
datasayfa	spreadsheet		to
dava	drug; drug	to	to
davadukan	pharmacy, drugstore, chemist	to	to
davafilya	drug addiction	to	to
davafilyen	drug addict	te	te
davaikaw	drug addiction		to
davaikawyen	drug addict	te	te
David	David	te	te
dawara	millet		to
dawla	state, polity		
Dawn	Down (_name_)	te	te
dayantru	large intestine, colon	to	to
dayatex	blaze	to	to
dayatre	grandparent	te	te
daybahari	ocean	to	to
daybarix	downpour; pour, be pouring	to	to
daybaytu	mansion	to	to
daybeze	bumblebee, _Bombus_	te	te
Daybriti	Great Britain	to	to
daycinon	brilliance, genius		to
daycinonyen	genius	te	te
daycoloya	hideousness	to	to
daycu	; enlarge, become big, get big, become large, get large	to	to
daydayyen	giant	te	te
daydolo	road, highway, freeway 		to
daydrumu	bass drum	to	to
daydwer	gate		to
daygadibuya	fury, rage	to	to
daygeo	continent		to
daygi	; enlarge, make big, make large	to	to
dayhaha	guffaw; guffaw, laugh out loud	to	to
dayhoxya	ecstacy, bliss	to	to
dayje	size	to	to
dayjuhudi	struggle; struggle, strive		to
daykabaca	pumpkin	te, to	to, te
daykanu	trunk (_tree_)		to
daykarar	; determine, be determined to		to
daykargux	hare, jackrabbit, _Lepus_	te	te
daykaxoke	ladle, dipper, scoop	to	to
daykefuku	marveling; marvel (at)	to	to
daykotorya	filth	to	to
daykowa	might		to
daykraw	raven	te	te
daykwanti	abundance		to
dayloga	; exclaim, cry (out)		to
daylubi	adoration; adore		to
daymama	grandma, nanna, nana		femte
daymatre	grandmother		femte
daynakun	claw	to	to
daynefra	; loathe, detest, despise		to
daypala	yell, shout		to
daypamtul	cannon	to	to
daypanda	panda, giant panda, panda bear, _Ailuropoda_	te	te
daypapa	grandpa, granddad, gramps		mante
daypatre	grandfather	mante	mante
daypawbu	sprint		to
daypeti	appeal; beg, beseech, implore, appeal		to
daypetra	boulder	to	to
dayra	circle	to	to
daysoksu	stocking	to	to
daysoti	noise, loud sound, bang		to
daysurprisa	astonishment; astonish, feel astonished	to	to
dayvento	gust	to	to
dayvi	dive (_sport_); dive (_jump_)		to
dayviyen	diver (_athlete_)	te	te
daywatumon	era, epoch		to
dayxaher	metropolis		to
dayxerafu	glory		to
dayya	bigness, largeness, greatness	to	to
debate	debate; debate	to	to
debatemon	argument, point; argue		to
debito	debit; debit	to	to
Debora	Deborah	te	te
decibelu	decibel, dB	to	to
decimetro	decimeter, decimetre	to	to
deha	village		to
dehayen	villager	te	te
Dekart	Descartes	te	te
deklara	declaration, statement; declare, state, claim		to
deklaradoku	declaration (_official document_), manifesto	to	to
dekora	decoration, ornament; decorate		to
deleza	slide, glide, slip; slide, glide, slip		to
deliryum	delirium		to
deliver	delivery; deliver		to
delta	delta (_letter, geography_)	to	to
delusi	delusion; delude		to
demo	(the) public, (a) people, peoples, population		
demoenketa	census		to
demoje	population (size)	to	to
demokrasi	democracy	to	to
demomorgi	genocide; commit genocide (against)	to	to
demoni	demon		te
denim	denim	to	to
denta	tooth	to	to
dentabroxa	toothbrush	to	to
dentadotor	dentist	to	to
dentakrema	toothpaste	to	to
dentamedis	dentistry	to	to
dentamedisyen	dentist	te	te
denya	identity; identify	to	to
deodoran	deodorant	to	to
departamen	department		
depresi	depression; depress, feel depressed	to	to
desbanyen	teen, teenager, adolescent (_11 to 19_)	te	te
descaregon	tetradecagon, tetrakaidecagon, 14-gon	to	to
desduagon	dodecagon, 12-gon	to	to
deslimagon	pentadecagon, pentakaidecagon, 15-gon	to	to
desnuegon	enneadecagon, enneakaidecagon, nonadecagon, 19-gon	to	to
desnyan	decade	to	to
desocogon	octadecagon, octakaidecagon, 18-gon	to	to
dessabegon	heptadecagon, 17-gon	to	to
dessisagon	hexadecagon, hexakaidecagon, 16-gon	to	to
destigagon	tridecagon, triskaidecagon, 13-gon	to	to
destrui	destruction; destroy		to
destruiyen	destroyer	te	te
desungon	undecagon, hendecagon, endecagon, 11-gon	to	to
detale	detail; detail		to
Devtest	devtest, devtest0		
dexa	country	to	to
dexabyen	border		to
dexafilya	patriotism	to	to
dexafilyen	patriot	te	te
dexakef	head of state, prime minister	te	te
dexayen	citizen	te	te
deya	(state of) belonging; belong (to)	to	to
deylyu	convection; convect	to	to
deysi	daisy, _Leucanthemum_	te	te
digita	digit		to
dila	dill, anet, _Anethum graveolens_		te. to
dildo	dildo	to	to
dimensi	dimension		to
din	day	to	to
dinamita	dynamite		to
dingya	definition, determination; define, determine		to
dingyalexi	determiner	to	to
dini	religion		to
dinidom	church, temple	to	to
dinimisyonyen	missionary	te	te
dinixube	sect, denomination		to
dinkitabu	diary, journal	to	to
dinosor	dinosaur, _Dinosauria_	te	te
diplomasi	diplomacy		to
diplomasiyen	diplomat	te	te
disbage	division, partition; divide (up), share (out), portion (out)		to
disbija	dissemination; disseminate		to
discu	dispersion; disperse, spread, expand	to	to
diseno	design; design		to
disenoyen	designer	te	te
disgi	dispersion; disperse, spread, expand	to	to
disgibe	distribution; distribute		to
disgongin	issue (_supply and distribute_)	to	to
dishadya	share		to
disko	disc, disk		to
diskrimina	discrimination; discriminate (against)		to
diskusi	discussion; discuss	to	to
disordenu	confusion, disorder; confuse, disorder, disarrange		to
disprosyum	dysprosium, Dy	to	to
dissolusi	dissolution; dissolve		to
distrito	district		to
ditator	dictator, autocrat, despot	te	te
ditatorkrasi	dictatorship, autocracy	to	to
ditatorya	dictatorship, autocracy	to	to
divar	wall		to
Divehi	Maldives	to	to
Divehisa	Dhivehi, Divehi, Maldivian (language)	to	to
dixan	floor		to
Dizel	Diesel	te	te
doduku	morality		to
dodukuamiru	commandment		to
Dograsa	Dogri (language)	to	to
Dograyen	Dogra (person)	te	te
doku	document	to	to
dokujem	monopoly; monopolize	to	to
dokukaxa	briefcase	to	to
dokya	poison, venom; poison	to	to
dolantan	wander, roaming; wander, err, roam		to
dolantanyen	wanderer, roamer	te	te
dolar	dollar	to	to
dolfin	dolphin	te	te
dolo	street, road		to
dom	place, site, facility	to	to
domaku	artery	to	to
domeni	domain, field (_of study, knowledge_), dimension		to
Dominika	Dominica	to	to
Dominikana	Dominican Republic	to	to
donatu	doughnut, donut	to	to
dongu	east		to
Dongutimor	East Timor, Timor-Leste	to	to
dongwi	agreement, accord, deal, consent; agree (_to a suggestion, etc._), consent (to)		to
dongwigi	convincing, persuasion; convince, persuade	to	to
donji	pupil (_anatomy_)	to	to
donmen	alliance; ally (_become allied with_)		to
donmenyen	ally	te	te
dopamin	dopamine	to	to
Dorote	Dorothy, Dorothea	te	te
dose	dose, dosage; dose	to	to
doste	friend		te
doste ci	buddy, pal		te
dostecu	; become friends	to	to
dostegi	; befriend	to	to
dosteya	friendship	to	to
dotor	doctor (_PhD_), physician	to	to
dotorya	doctorate, PhD	to	to
dotrina	doctrine		to
doxo	reading; read		to
doxoabilya	literacy	to	to
doxokamer	reading room	to	to
doxonenabilya	illiteracy	to	to
doxoyen	reader	te	te
doyanya	diversity, variety	to	to
Doyci	Germany	to	to
Doycisa	German (language)	to	to
Doyciyen	German 	te	te
doyday	treatment; treat (_act or behave in specified manner_)		to
drage	drag (_clothing_)	to	to
dragon	dragon	te	te
dragonfruta	dragon fruit, pitaya	te, to	to, te
drama	drama	to	to
drevo	tree	te	te
drevogeo	forest	to	to
drevolari	forest, woods		
drilu	drill; drill, bore	to	to
dron	drone	to	to
Druki	Bhutan	to	to
Drukisa	Dzongkha, Bhutanese (language)	to	to
Drukiyen	Bhutanese (person)	te	te
drumu	drum (_music_)		to
drumuyen	drummer	te	te
duabasayen	bilingual speaker	te	te
duabioyen	amphibian	te	te
duacalun	bicycle	to	to
duadesgon	icosagon, 20-gon	to	to
duaglif	digraph		to
duagon	digon	to	to
duajensifilya	bisexuality	to	to
dualabyali	bilabial	to	to
dualim	(act of) teaching		to
duamwin	diphthong		to
duaple baso	double bass, contrabass	to	to
duaple basun	contrabassoon, double bassoon	to	to
duatyan	colon (_punctuation_)		to
duaxey	duo, couple, pair	to	to
duaya	duality	to	to
duayen	duo, couple, pair	te	te
dubnyum	dubnium, Db	to	to
dubomba	bombing	to	to
dubroxa	brushing	to	to
ducakix	hammering	to	to
ducane	combing	to	to
ducori	stealing, thievery		to
dudan	smoke, fume; smoke		to
dudantubo	chimney, smokestack, stovepipe	to	to
dudanyen	smoker	te	te
dudao	traveling (_act of_)		to
dudaokaxa	suitcase, luggage	to	to
dudoxo	reading (_act of_)		to
dudrilu	drilling (_act of_)	to	to
dugaga	stuttering (_act of_)		to
dukan	store, shop	to	to
duke	duke, duchess	te	te
dumbu	posterior, buttocks, butt, hindquarters, heinie, bottom, pygo-	to	to
dumbumon	butt cheek		to
duna	dune	to	to
Dunya	Earth	to	to
Dunyayen	Earthling, world citizen, terrestrial being	te	te
duofcori	robbing		to
dupa	incense		to
duparacutu	parachuting	to	to
dupentu	painting (_act of_)	to	to
dure	duration, enduring, continuation; last, endure, continue, go on, keep going		to
duregi	continuation; continue (with), go on (with), keep going (with), carry on (with), keep (on)	to	to
duryan	durian	te, to	to, te
duxe	shower; shower		to
duzuka	ladybug, _Coccinellidae_		te
dwan	tip, point, end, apex		to
dwarfu	dwarf (_mythology_)		te
dwarfuplaneta	dwarf planet	to	to
dwer	door, gate		to
dwerfarxu	doormat		to
dwerhantatul	doorknob	to	to
dyabetes	diabetes	to	to
dyabol	devil		te
dyerya	lateness, tardiness	to	to
dyeta	diet; (follow a) diet		to
dyetalogiyen	dietitian	te	te
dyex	plate, dish		to
dyexmaxina	dishwasher	to	to
dyodo	diode		to
Dyonisi	Dionysius, Dennis, Denise	te	te
dyorita	diorite	to	to
dyuca	investigation; investigate		to
dyucayen	investigator, detective	te	te
ebanus	ebony, _Diospyrus_	te	te
ebatal	cancellation, annulment, nullification; cancel, annul, nullify		to
Ebrahem	Abraham	te	te
Edwardo	Edward	te	te
efelidi	freckle	to	to
Efeso	Ephesus		
efeto	effect, impact; affect		to
efetogi	; execute, put into effect	to	to
egalwazen	balance, equilibrium; balance		to
egalya	equality	to	to
egalyayen	egalitarian	te	te
Egeo	Aegeus, Aegean		
egnu	gnu, wildebeast, _Connochaetes_	te	te
ehtiram	respect; respect		to
ejakula	ejaculation; ejaculate		to
ejakulaxey	semen, ejaculate	to	to
ekidna	echidna, _Tachyglossidae_	te	te
ekologi	ecology	to	to
ekonomi	economy		to
ekonomilogi	economics	to	to
ekonomilogiyen	economist	te	te
ekosistema	ecosystem		to
ekrin	screen (_TV, phone_)		to
eksame	exam, test; test		to
Ekwador	Ecuador	to	to
Ekwadoryen	Ecuadorian	te	te
ekwatora	equator		to
Ekwatoragine	Equatorial Guinea	to	to
elastibendu	elastic		to
elastiya	elasticity	to	to
elefan	elephant, _Elephantidae_	te	te
eleki	cardamom, elaichi	to	to
eletri	electricity; electrify		to
eletrigitara	electric guitar	to	to
eletrikaxa	battery	to	to
eletrixoku	(electric) shock, electrocution (_not necessarily fatal_); shock, taze, zap, electrify, electrocute	to	to
eletron	electron		to
eletroniya	electronics	to	to
elfu	elf		te
Elia	Elijah, Elea	te	te
Elini	Greece	to	to
Elinisa	Greek (language)	to	to
Eliniyen	Greek	te	te
elipse	ellipse	to	to
Elisabet	Elizabeth	te	te
elite	elite	te	te
Emanwel	Emanuel	te	te
emblema	emblem		to
emoji	emoji		to
empati	empathy	to	to
emu	emu, _Dromaius_	te	te
emula	emulation; emulate	to	to
enciklopedi	encyclopedia		to
encilada	enchilada	to	to
energi	energy; energize	to	to
enfasis	emphasis, stress, accent (_phonology_); emphasize, stress	to	to
enfeksi	infection; infect, get infected	to	to
Engli	England	to	to
englikorno	English horn	to	to
Englisa	English (language)	to	to
Engliyen	Englishman, Englishwoman	te	te
engyan	nutrition, nourishment; nourish		to
enketa	survey, questionnaire, inquiry; survey, inquire		to
ente	(inanimate) agent	to	to
entona	intonation, inflection; intone, inflect		to
